item,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
375,7JTSiOjAJcn6f0UKT4Duuw,Big Bro,404Billy,0.633,0.733,2,1,-8.023,0.287,0.417,0.0,0.0933,0.475,79.599,147346
376,7Aa5bHYMgYwUL0cohlSemw,Ebola - Pt.2,Captaine Roshi,0.513,0.635,2,1,-6.959,0.432,0.192,0.0,0.0713,0.344,157.962,183837
377,6bImukrYG17iVAr8aa78F8,Feat.,KIK,0.931,0.547,11,0,-8.126,0.238,0.191,0.00148,0.114,0.609,112.906,141090
378,5YVW50MZeiSWRAix7pyh1Z,Mehdi Maïzi,LauCarré,0.939,0.603,5,1,-10.024,0.233,0.0877,0.0,0.122,0.617,116.032,128398
379,5YKjGnreqBFdl6enwezzx1,Viking,Rémy,0.782,0.466,4,0,-9.899,0.142,0.337,0.0,0.162,0.582,89.896,173541
380,0ZbMEOtgFbQP2IBAKhT8pe,kino der toten,34murphy,0.562,0.686,10,0,-9.902,0.412,0.0552,0.00243,0.112,0.62,81.024,141376
381,0hZeSGKblAW7EzTOftGXKt,Opinel 12,DAVINHOR,0.924,0.88,9,0,-3.953,0.322,0.256,0.0,0.331,0.885,140.006,142881
382,5L2GaMRnZkoIdZD69zxEWB,Pugilat,Double Zulu,0.676,0.687,7,1,-7.333,0.3,0.165,0.0,0.124,0.349,90.027,176000
383,6MlX2XKvL2DLjkjfNARCXa,"Malya, Pt. 2",AMK,0.355,0.844,2,0,-4.281,0.22,0.468,0.0,0.116,0.313,91.052,197802
384,4xOVDIM2NeueYzIQ7WRsGR,L'entraîneur,Earvin,0.769,0.668,5,0,-6.336,0.631,0.665,0.0,0.101,0.449,61.041,165000
385,5TTSGurJqjmEtcHo3JZCE4,Maradona sous zipette - remix,L'Don,0.613,0.723,11,0,-6.66,0.447,0.154,1.83e-06,0.305,0.889,88.029,485333
386,2TqUQbVg1bgahl09szanuE,SHADOW BOXING,TIF,0.547,0.672,8,0,-7.73,0.174,0.598,0.0,0.0964,0.0862,100.791,167748
387,49Slw4qUOMgOmRm8jfd4H8,BALA BALA,Negrito,0.562,0.723,11,0,-6.406,0.253,0.303,0.0,0.164,0.742,143.55,201349
388,2kJeLSnGbiFN6j2nARWhzU,Ingé son,Kekra,0.822,0.558,5,0,-8.101,0.258,0.211,0.0,0.101,0.696,120.035,205627
389,7rwSwpgp14GuauZhVK3fBf,RARE,Zeu,0.852,0.509,2,1,-7.862,0.16,0.181,0.676,0.153,0.0398,96.041,85000
390,5Eluh0SRnZMiYtlAEotyhG,50 euros (feat. Alpha Wann),Niro,0.653,0.412,1,1,-8.581,0.322,0.126,0.0,0.142,0.366,81.192,238960
391,1eew7mUVs53VykWDJfc4gp,L'Univers Ne Nous Voit Pas Danser,Dinos,0.648,0.694,6,1,-7.34,0.412,0.73,2.05e-06,0.181,0.415,94.023,272227
392,2Wv9KBIQe5WbKKtfPjtEGc,NUBIAN FARLOW,Varnish La Piscine,0.583,0.679,4,0,-7.962,0.272,0.0267,0.0,0.346,0.37,170.865,207853
393,0ColY5UwsXtJQISDeovRGj,Nuit Blanche,Max,0.788,0.741,2,1,-4.574,0.165,0.0857,2.51e-06,0.116,0.211,145.071,145116
394,0zB1bZ3kZnTE9Hma2nZBgQ,Carrépisode 6,LauCarré,0.89,0.75,1,1,-7.764,0.44,0.0526,0.0,0.145,0.554,134.857,118493
395,0lU8IhivxZu34tiJwjwFTR,Capone & Darmody,Tedax Max,0.683,0.676,4,1,-6.653,0.306,0.282,0.0,0.14,0.745,80.199,103437
396,0OSnNUTQjQElOl8qjFUtWq,Big Ben,Max,0.871,0.6,5,1,-8.04,0.0737,0.00272,0.0,0.0947,0.37,128.004,186987
397,5incvSgxAmqHpxxvJvBihD,Nous contre tous,A2h,0.59,0.466,8,0,-10.136,0.316,0.607,1.99e-06,0.273,0.214,82.648,176880
398,0ddzN7uIQupcq4qUd8fOoC,Tornado,Caballero & JeanJass,0.725,0.633,3,0,-7.915,0.577,0.279,0.0,0.162,0.686,119.98,210200
399,0JpXUpLyfvVObEh8Fpdjrg,Sociologue & Sociopathe,404Billy,0.555,0.689,2,1,-12.014,0.278,0.0966,2.54e-05,0.114,0.35,77.01,158965
400,0qwdOkzng4CiauSAdsErgF,Société Suspecte,Suspect95,0.653,0.791,9,0,-7.453,0.265,0.0491,0.0,0.102,0.262,103.982,198027
401,7pwZfpJJBiWdS6k1uCp968,Changement de propriétaire - A COLORS SHOW,Sadek,0.791,0.676,8,1,-8.126,0.253,0.764,1.43e-06,0.0952,0.328,100.005,332475
402,7Ch8SqC6L0iokZaZTUIU31,Autopsie,Kemmler,0.826,0.595,7,0,-9.957,0.465,0.556,0.0,0.144,0.58,116.081,190345
403,6zrHquL3znobyAtrT4LBDZ,Taxi 2,Keroué,0.675,0.482,10,0,-10.511,0.489,0.44,0.0,0.107,0.606,127.679,204000
404,5XWbjJVKVhP2j8FLRNdj6l,RIOT WITH STYLE,Zeu,0.927,0.41,8,1,-11.194,0.711,0.193,0.0,0.138,0.755,129.858,132923
405,6TBXVwRnY6utGWMY0s7z9E,MAUVAIS POUR LE BUSINESS,Flynt,0.855,0.387,0,1,-9.876,0.414,0.26,0.00622,0.106,0.241,81.01,204444
406,5FPklgS6ivKsHbX3r4v1Xy,Pas de ralentir 3,Mig,0.735,0.798,11,1,-6.091,0.248,0.0853,0.0,0.183,0.71,100.013,441600
407,5COa73qxtcifW1hgwGme8h,Cassius,404Billy,0.492,0.613,1,0,-10.028,0.298,0.241,0.0,0.101,0.432,160.503,138563
408,4xetMsVxntT3fyhIdCVfTW,Ric Flair,Double Zulu,0.556,0.451,4,0,-11.691,0.347,0.391,2.75e-06,0.358,0.427,138.081,226000
409,3yUkExCONloJe4eXrMMnwC,Boîtes aux lettres,Cinco,0.811,0.745,1,1,-6.31,0.228,0.08,0.0,0.452,0.38,140.918,141293
410,2OMFEglj7C8BsmKx1SF2o8,Régal,Aketo,0.838,0.554,0,1,-8.053,0.301,0.0106,0.0,0.15,0.248,105.039,183582
411,6Ug88aLy3YZk16U6AmSD1b,GÂCHETTE DOUBLE,Mano Leyra,0.831,0.51,10,0,-10.667,0.151,0.0145,0.0261,0.111,0.363,136.009,105221
412,2coN3QmAIjBmpyVkm8LyVl,Mauvais Sang,Berry,0.784,0.531,4,0,-8.896,0.0933,0.098,0.0,0.0714,0.229,104.935,173896
413,2ADZ1xj45sELCbZjvUIduK,93 quoi,VVES,0.786,0.516,0,0,-10.753,0.301,0.0774,0.0,0.157,0.559,139.978,186000
414,0ICGPAnYHG6gxDUH1UjSZP,Briques,Nyda,0.578,0.709,2,1,-8.58,0.453,0.148,1.57e-05,0.121,0.524,167.511,206636
415,1bQzTUxeGELwCbWIan83V3,LIF,SCH,0.847,0.626,1,1,-6.224,0.368,0.0748,0.0,0.076,0.594,103.032,194906
416,6alhLnAguMX081rdMKEagU,Crever c'est,Kemmler,0.869,0.795,0,0,-5.385,0.43,0.634,0.0,0.367,0.619,118.998,246050
417,39SsweA2snJEKlbnyuruVo,Formule 1 (feat. Alpha Wann),Stavo,0.838,0.47,2,1,-8.331,0.0622,0.2,0.000529,0.11,0.132,122.004,174507
418,32jRIvZfRoVnI552SyEv9W,Génocide,Alkpote,0.798,0.644,11,1,-8.498,0.357,0.214,0.0,0.117,0.475,127.101,214709
419,0bAWCV0ZgSCSWLole74EV9,Entretien avec un OG,A2h,0.652,0.618,0,1,-9.392,0.858,0.341,0.0,0.101,0.128,94.928,151303
420,6NpFkraIjeIU9C9rnsp9mv,L'art de la guerre - Freestyle,Lybro,0.603,0.716,5,0,-7.937,0.539,0.171,0.000114,0.155,0.832,70.43,161667
421,4qLJ1WY92vBOQ0EAV6UCHr,Dina Sanichar,Dosseh,0.683,0.699,7,1,-6.976,0.438,0.154,0.0,0.096,0.484,90.295,183560
422,7ChMSjiUvTQ09yZtPtbyl3,IMMUNITÉ DIPLOMATIQUE,Deen Burbigo,0.853,0.467,5,1,-9.363,0.204,0.288,0.0,0.103,0.342,143.934,163933
423,15yC6joL4NnEg2AMJiavLG,OPP BLOCK,Zeu,0.823,0.531,11,0,-10.799,0.439,0.0636,0.000163,0.0923,0.445,141.051,166809
424,40fBXdT36CcIEvwzp5iknc,Bastos (feat Lacrim & Niro),RR,0.77,0.6,2,1,-7.641,0.48,0.251,0.0,0.089,0.589,104.453,327515
425,67PWiuodhQW3lAANwQpYjY,Marginaux,SCH,0.891,0.609,7,1,-5.118,0.115,0.0571,0.0,0.102,0.645,115.001,221000
426,3zHmrcyCALft1WyLK7ey10,Smooth 2.0,Peet,0.83,0.56,8,0,-7.396,0.423,0.52,0.0,0.419,0.706,87.03,191107
427,790QU0GWfZ0Mkz0bjRMxpS,Plus 20 ans,DA Uzi,0.804,0.545,0,1,-8.76,0.282,0.51,0.0,0.188,0.484,121.92,168555
428,3zgW4o7cVafbCsbw8UQYuy,FAUX G,Saboteur,0.874,0.547,2,1,-9.285,0.343,0.0318,0.0,0.113,0.65,147.952,183814
429,2426aLyQtNWXLSp7JgBjJO,apdl,Alpha Wann,0.925,0.451,7,1,-8.228,0.451,0.149,0.0,0.0852,0.291,121.042,162160
430,6NoIKrjAWdEmKRFLdTqAFt,Urine fluo,Alkpote,0.699,0.648,11,1,-8.54,0.219,0.0909,0.0,0.111,0.167,149.905,217867
431,7JZGhmlmL1hgUQ1JPIb4S1,Deux fantômes,Klem Schen,0.745,0.675,10,0,-4.989,0.429,0.102,0.0,0.109,0.454,112.103,296693
432,6mh6vp2c7zK00E1jLbcDhA,Branché,Dosseh,0.615,0.628,1,1,-6.041,0.492,0.146,0.0,0.148,0.596,118.446,298080
433,2eUuWioEAVrys0Gn8B1Dpr,6993,robdbloc,0.891,0.626,4,0,-7.492,0.424,0.227,4.81e-06,0.241,0.706,133.04,129585
434,41DFvj092Ab3wcUJXTCRqG,Balotelli (feat. Freeze Corleone),Prince Waly,0.779,0.47,0,1,-10.336,0.406,0.508,0.0,0.105,0.521,112.05,209307
435,6MtwKaiVmN2OGxsPhZ27Xj,MISSION SUICIDE,Zikxo,0.65,0.659,11,0,-5.903,0.243,0.077,0.0,0.577,0.454,95.638,226147
436,6q1UwcrkoIokMRFtaEb6du,100K,Keroué,0.806,0.445,11,0,-11.803,0.452,0.664,4.35e-05,0.0895,0.27,124.846,138671
437,3pC508NXyUMe40sU4uEY4u,RAINBOW - A COLORS SHOW,B.B. Jacques,0.683,0.526,4,0,-10.51,0.746,0.303,2.42e-06,0.153,0.242,113.586,245310
438,4AvAnVppYGRWxaO6UQLeIU,Sicilien,Sadek,0.592,0.784,8,1,-6.359,0.341,0.341,1.64e-05,0.0993,0.524,87.42,192273
439,1O3z6lnw437FTQc9KetUnW,Tout doux,Django,0.668,0.675,1,1,-7.931,0.581,0.174,0.0,0.16,0.694,148.092,215184
440,6wYKfTnfxv7IsOFqNS5ZPT,Morts sous la même étoile,Seth Gueko,0.73,0.857,8,1,-4.987,0.251,0.0259,0.0,0.11,0.768,171.984,238025
441,3LgMMqiWTBUbETKkaFFpfZ,Débrouillard à vie,Raplume,0.654,0.75,6,0,-6.842,0.355,0.303,0.0,0.102,0.629,88.646,198379
442,5f50vUEyee32HX50v61QG3,Pire ou mieux (feat. Soso Maness),BEN plg,0.679,0.696,9,0,-6.616,0.247,0.717,8.25e-06,0.124,0.417,133.894,211940
443,1SGsQ9lVsyTm3kCHM7vD4z,Double Dose,KR Malsain,0.833,0.623,1,1,-6.702,0.269,0.0491,2.01e-05,0.11,0.321,148.028,177673
444,0AVFt2m2OZgGvEpknVE229,Hymne à la racaille 2.0,Le 3ème Oeil,0.623,0.73,6,1,-7.59,0.301,0.131,0.0,0.0942,0.53,125.074,227538
445,3E4SFBuIjabIFqX7tLovyb,VDA,Lujipeka,0.573,0.42,7,1,-8.931,0.0833,0.413,0.0,0.165,0.234,120.06,156013
446,7EbhP4d7t6iSe9s0fsoOVs,Booska Fuck Off,B.B. Jacques,0.68,0.499,9,0,-11.018,0.727,0.691,0.0,0.0858,0.266,91.059,175849
447,7bzYsY5lDi94VNqXz7IUn7,SPS,STI,0.475,0.464,7,0,-11.02,0.36,0.236,0.000117,0.0985,0.527,87.982,203302
448,10FBz8cq1j7asUMdvXD5aM,Yencli (feat. Zkr),Fresh La Douille,0.772,0.867,10,0,-6.253,0.265,0.578,0.0,0.13,0.574,96.879,178277
449,0bQ5bueIxXTKcbClZpfvTO,Mauvaise nouvelle,BEN plg,0.731,0.569,1,0,-8.195,0.178,0.585,0.000136,0.115,0.486,110.918,203784
450,5t28SmNGU4HlE7bD1KeOCn,JEUNE,Benjamin Epps,0.605,0.639,10,0,-4.407,0.251,0.0109,0.0,0.448,0.0695,82.899,176477
451,6HHu06yFCAXsEv60OHB8yB,Répondeur,Jeune Mort,0.835,0.382,11,1,-13.082,0.557,0.633,0.0,0.104,0.654,124.429,172258
452,59pFnMT170XYZ8QwTWUzkw,Esquimaux,Nekfeu,0.808,0.744,0,1,-5.056,0.186,0.154,0.0,0.527,0.412,139.934,204893
453,7sXcJOElUBHouD8bU8yUHK,Phoenix,Norsacce Berlusconi,0.803,0.586,0,1,-7.764,0.202,0.429,0.0,0.366,0.699,139.975,198532
454,5ttB5ClXDeUT8dBPegmn8u,Pour la paix,2Key,0.776,0.353,2,1,-14.924,0.385,0.193,1.07e-05,0.112,0.352,131.075,205191
455,2s59lSLmPqsOhFAGEPms1q,SABOTEUR GANG,Saboteur,0.899,0.523,0,1,-9.504,0.339,0.112,0.0,0.0924,0.413,128.129,180738
456,7xISE22N518t5HLsibFvEC,Moins un,Dinos,0.918,0.399,1,1,-8.795,0.37,0.19,0.0,0.0751,0.483,109.031,203453
457,1LR93ih7Iq7g1aBxAk2SOu,Intro,Caballero & JeanJass,0.577,0.57,5,1,-10.662,0.677,0.432,0.0,0.512,0.642,140.48,183902
458,1y4ePkA8ZgjUNoGOkH5L51,24H,JeanJass,0.748,0.673,4,0,-7.956,0.288,0.441,1.66e-06,0.128,0.553,145.937,146301
459,54h2v2JyOUk2sfEgrToKWw,Hôtel 5 étoiles,Georgio,0.57,0.554,1,0,-7.842,0.357,0.75,0.0,0.124,0.226,85.559,168186
460,6GKwT9TMmiFyQfLzCqZUQe,Efferalgan,Bekar,0.588,0.494,0,1,-7.756,0.108,0.337,0.0,0.12,0.362,125.229,157178
461,516MYNuQNxuvAwt6vKL1bx,La porte,Nahir,0.803,0.706,9,0,-7.107,0.283,0.0851,0.0,0.177,0.519,139.854,193200
462,0HT8X8EmKpgj97d5C1K7tg,Malammo #2,Sicario78,0.637,0.719,1,1,-8.522,0.429,0.237,0.0,0.102,0.42,104.509,185379
463,64WV9TX3Pw00AOlp7zwu2I,Enfant du siècle,Dinos,0.67,0.56,5,0,-10.426,0.424,0.782,0.0415,0.136,0.554,85.276,182933
464,3OAZDZPMMRhtqWwLHG7TQt,PAVÉ,Zikxo,0.921,0.518,2,1,-9.302,0.371,0.0676,0.0,0.117,0.386,116.973,205667
465,5MYYSTYXC3rZpymhsRgzrj,CASCADE - Remix,Alpha Wann,0.647,0.586,8,1,-8.082,0.458,0.187,0.0,0.104,0.484,79.341,211213
466,5m8BoodKyu3nIWCTrqdrp1,Ammoniac,Olazermi,0.804,0.78,11,1,-4.9,0.356,0.0484,8.8e-05,0.177,0.531,135.873,127500
467,5xyvfCjVyV3okzDhdt4PaA,san andreas,Lesram,0.771,0.525,1,1,-8.395,0.365,0.372,0.0,0.141,0.377,91.917,186880
468,4Vod6Bsrw92titNEmGURdl,JML,Zeu,0.909,0.554,1,1,-9.838,0.299,0.12,3.79e-06,0.0587,0.706,142.995,149371
469,6Clqgd1Hk5KrJoeVivtgXI,Shouga,91 All Stars,0.778,0.738,1,1,-5.558,0.375,0.197,0.0,0.129,0.37,142.001,219880
470,38krxGsG7rKHerHwUig3ra,Coaching,Sneazzy,0.809,0.592,1,1,-8.312,0.169,0.0704,0.0,0.132,0.558,144.952,136599
471,6Pbpxnggnmnqf6ZLt9jQOa,Equilibre,Dinos,0.715,0.554,8,1,-5.888,0.227,0.419,1.96e-06,0.28,0.416,96.0,220897
472,4IXiFMhtXEbSEG8UoAeTwD,Go Hard or Go Home,Wiz Khalifa,0.651,0.741,4,0,-5.067,0.0408,0.00293,1.2e-05,0.217,0.386,168.02,232773
473,2nrSQK3ooS0sOSecOvh5Aq,We Dem Boyz,Wiz Khalifa,0.717,0.862,8,1,-4.736,0.054,0.00689,0.0,0.321,0.52,130.021,224933
474,08ljt6NCNAgewQaMya1URa,Bugatti,Ace Hood,0.6,0.592,1,1,-4.947,0.0545,0.0191,0.0,0.0955,0.0663,130.205,269267
475,27GmP9AWRs744SzKcpJsTZ,Jumpman,Drake,0.852,0.553,1,1,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,205879
476,4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,JAY-Z,0.789,0.858,1,1,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333
477,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,0.908,0.621,1,0,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000
478,4scpF6J5uMBvoh6sFB7EL1,No Type,Rae Sremmurd,0.891,0.486,6,1,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080
479,503OTo2dSqe7qk76rgsbep,Still D.R.E.,Dr. Dre,0.816,0.775,11,1,-3.323,0.234,0.16,0.00031,0.0543,0.527,93.431,270587
480,33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),Big Sean,0.724,0.675,2,1,-5.267,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758
481,79XrkTOfV1AqySNjVlygpW,Energy,Drake,0.747,0.571,11,1,-7.916,0.478,0.38,0.0,0.534,0.553,172.104,181933
482,7xVLFuuYdAvcTfcP3IG3dS,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,0.841,0.733,1,1,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,283693
483,4xkOaSrkexMciUUogZKVTS,Till I Collapse,Eminem,0.548,0.847,1,1,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,297787
484,7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,0.899,0.713,6,0,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,193467
485,6gBFPUFcJLzWGx4lenP6h2,goosebumps,Travis Scott,0.841,0.728,7,1,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049,243837
486,3w1WjD2zJqjBjDz5fwqQPJ,Tyler Herro,Jack Harlow,0.792,0.793,5,0,-6.185,0.0841,0.0872,0.0,0.22,0.775,123.031,156578
487,0pSBuHjILhNEo55xK1zrRt,Rolex,Ayo & Teo,0.804,0.886,1,1,-2.512,0.04,0.0837,0.0,0.266,0.789,144.946,238587
488,4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,Drake,0.559,0.716,11,0,-3.964,0.39,0.737,0.0,0.252,0.504,176.618,275227
489,2nBI3iWLhupR7LyAJ5GGkE,Champions,Kanye West,0.692,0.774,6,0,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,334253
490,6KfwXswgi5Suxu83SGY44x,LeBron James,Yo Gotti,0.875,0.555,3,1,-5.608,0.114,0.055,0.0,0.166,0.465,130.1,193080
491,0vWPGkm90Bi2cui23A4bam,I'm A Boss,DJ Hotday,0.261,0.757,0,1,-6.391,0.131,0.0069,0.0,0.319,0.389,158.006,248869
492,79s5XnCN4TJKTVMSmOx8Ep,Dior,Pop Smoke,0.548,0.805,7,1,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,216387
493,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,Sheck Wes,0.729,0.625,4,1,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,183907
494,4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.853,0.693,1,1,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,233787
495,2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),Drake,0.749,0.63,4,0,-6.652,0.116,0.0623,0.0,0.353,0.445,122.03,242027
496,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,0.598,0.427,7,0,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721
497,7wBJfHzpfI3032CSD7CE2m,STARGAZING,Travis Scott,0.487,0.789,8,1,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715
498,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,0.834,0.73,8,1,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,312820
499,6dVZCbi9CYtD9LjAHXRjIG,Mask Off (feat. Kendrick Lamar) - Remix,Future,0.72,0.424,2,1,-11.964,0.387,0.0122,0.0126,0.453,0.228,150.01,258427
500,0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.926,0.666,11,1,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,343150
501,3i1B1PnsfnOQPGVIzhf1lr,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,0.723,0.732,11,1,-5.514,0.0864,0.11,0.0,0.484,0.503,104.991,199747
502,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),Offset,0.88,0.428,9,1,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800
503,5eqK0tbzUPo2SoeZsov04s,Bank Account,21 Savage,0.884,0.347,8,0,-8.227,0.35,0.015,7e-06,0.0871,0.376,75.016,220307
504,65ES1qwOB577ZnTkizMXJJ,HUMBLE. - SKRILLEX REMIX,Skrillex,0.901,0.934,11,1,-2.345,0.273,0.00794,7.68e-05,0.194,0.868,150.037,156800
505,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,Migos,0.907,0.633,2,1,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147
506,2JbO1rep5Um3RAKB8szQrR,Barking,Ramz,0.534,0.563,7,0,-7.845,0.312,0.181,0.0,0.0525,0.291,102.999,204827
507,20FZrLl9zSbO9b3DhaqO6M,23,Mike WiLL Made-It,0.859,0.599,9,1,-5.254,0.0614,0.000362,8.2e-06,0.13,0.319,140.005,252520
508,4xqIYGwwZTEem9U8A42SPF,Broke In A Minute,Tory Lanez,0.929,0.7,0,0,-5.595,0.0906,0.144,0.0,0.349,0.802,120.009,132024
509,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,50 Cent,0.614,0.574,11,1,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107
510,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,0.63,0.804,6,1,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146,220293
511,238Sekyg7DyN2XDm0z4oWY,Fancy,Drake,0.523,0.884,2,0,-5.581,0.461,0.331,2e-06,0.356,0.283,87.275,319387
512,3a2jFwnts4Cf0OwJbK61SL,Gospel (with Eminem),Dr. Dre,0.919,0.869,1,1,-4.441,0.232,0.103,1.2e-05,0.166,0.655,117.03,210027
513,1XdbvPWz4lhyRBMz9cBy8b,GOOBA,6ix9ine,0.611,0.688,1,1,-5.688,0.341,0.0264,0.0,0.251,0.393,178.462,132303
514,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Eminem,0.808,0.745,10,0,-5.26,0.342,0.145,0.0,0.292,0.829,165.995,210800
515,7lc8Vw3B2yA27WD6eW5lYM,Green And Yellow - Green Bay Packers Theme Song,Lil Wayne,0.729,0.807,2,0,-2.583,0.191,0.134,0.0,0.309,0.729,164.141,194879
516,0IGQvkMGwRuL0wWzVQw1Bc,Illuminati,Lil Pump,0.764,0.538,8,1,-5.358,0.271,0.18,0.0,0.0967,0.233,129.942,224330
517,792HwhrdO3ErRKL5yRe4Ge,Invincible,Pop Smoke,0.548,0.732,11,0,-5.652,0.336,0.125,0.0,0.269,0.612,142.791,127547
518,4ea9w8c4ROqiZpJVhfBA3m,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,0.845,0.631,7,0,-8.206,0.216,0.188,0.0,0.0806,0.545,111.983,279907
519,11JGe7K1Z9c2Dh9iQ6x8hd,"The Jungle (feat. Snoop Dogg, Too $hort, Sheek Louch & Papoose)",DJ Kay Slay,0.66,0.812,1,1,-4.972,0.222,0.0703,6.35e-05,0.136,0.693,89.989,224012
520,5Z01UMMf7V1o0MzF86s6WJ,Lose Yourself,Eminem,0.692,0.744,2,1,-4.565,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467
521,5STdMlrBf6pqWiNE7WqxSi,Many Men (Wish Death),50 Cent,0.589,0.827,11,1,-2.938,0.384,0.0143,0.00151,0.14,0.386,161.978,256240
522,5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),Drake,0.831,0.502,10,0,-4.045,0.046,0.101,0.0,0.122,0.101,100.541,205427
523,4LwU4Vp6od3Sb08CsP99GC,The Next Episode,Dr. Dre,0.922,0.909,10,0,-2.429,0.27,0.0281,0.0,0.0856,0.309,95.295,161507
524,48RrDBpOSSl1aLVCalGl5C,The Monster,Eminem,0.781,0.853,1,0,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049,250189
525,7Ie9W94M7OjPoZVV216Xus,Not Afraid,Eminem,0.855,0.954,0,0,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,248133
526,3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),Mustard,0.682,0.559,0,1,-5.545,0.127,0.174,0.0,0.344,0.137,202.015,192471
527,1yCaGeVkeiHwM0EnErYDrR,Rebel (feat. Jeremih),Tink,0.673,0.395,2,1,-8.969,0.351,0.228,2.67e-05,0.127,0.137,124.957,154635
528,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake,0.561,0.52,11,0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
529,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,0.716,0.537,0,0,-7.648,0.0514,0.233,0.0,0.157,0.28,129.979,165978
530,23dwrzeJtEEGl2U4CPWSor,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",Mike WiLL Made-It,0.545,0.975,10,0,-3.193,0.454,0.17,0.0,0.145,0.609,123.906,131674
531,0JjM9bKm4wrwohMslcm892,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,0.803,0.759,7,0,-4.692,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308
532,4TOlWNmtvxtIqWBqYv57BV,Timberlake,BONES,0.798,0.497,7,1,-7.94,0.162,0.184,0.0,0.17,0.513,171.983,133721
533,6eF9HLVa6k163wJyHjbN4V,Still Wiz,Wiz Khalifa,0.75,0.663,4,1,-5.259,0.174,0.0564,0.0,0.0583,0.374,180.041,170658
534,0fIffclhgJC5h8AdMMVvkp,Welcome To The Party,Pop Smoke,0.637,0.723,2,1,-5.547,0.091,0.0134,7.87e-05,0.196,0.228,143.013,214960
535,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,0.908,0.669,7,1,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,290320
536,0nKZeSrqH9u31NLoTUsYBR,You Don't Know,Eminem,0.767,0.864,10,0,-1.847,0.133,0.0116,0.0,0.0957,0.747,85.475,257907
537,1M0ksKzSWyU756Vkdn148v,Euro$tep,West,0.834,0.584,11,0,-5.471,0.172,0.173,0.391,0.248,0.285,121.957,147230
